date,entity_id,reported_pnl_total,actual_pnl_total,margin_call_amount,funding_transfer,realized_cash_delta,hidden_loss_total,fraud_label
1995-02-01,BFS_SINGAPORE,-17609994.32,-19842247.12,9127433.68,1095292.04,-20937539.16,2232252.8,0
1995-02-02,BFS_SINGAPORE,-11958553.4,-13559154.55,6101619.55,732194.35,-14291348.9,1600601.15,0
1995-02-03,BFS_SINGAPORE,5812201.62,4777432.13,0.0,0.0,4777432.13,1034769.49,0
1995-02-06,BFS_SINGAPORE,-1077599.96,-2124365.07,913476.98,109617.24,-2233982.3,1046765.11,0
1995-02-07,BFS_SINGAPORE,10191006.51,9247107.75,0.0,0.0,9247107.75,943898.76,0
1995-02-08,BFS_SINGAPORE,589094.14,-250218.82,102589.72,12310.77,-262529.59,839312.96,0
1995-02-09,BFS_SINGAPORE,19644535.32,18785504.43,0.0,0.0,18785504.43,859030.89,0
1995-02-10,BFS_SINGAPORE,12039399.22,5994872.07,0.0,0.0,5994872.07,6044527.15,1
1995-02-13,BFS_SINGAPORE,-8832393.76,-37557355.61,15398515.8,17708293.17,-55265648.78,28724961.85,1
1995-02-14,BFS_SINGAPORE,-6158631.4,-24634525.61,10100155.5,11615178.83,-36249704.44,18475894.21,1
1995-02-15,BFS_SINGAPORE,-10913555.14,-43654220.58,18334772.64,21084988.54,-64739209.12,32740665.43,1
1995-02-16,BFS_SINGAPORE,-12242987.87,-48971951.49,21057939.14,24216630.01,-73188581.5,36728963.62,1
1995-02-17,BFS_SINGAPORE,-16202166.44,-64808665.77,28515812.94,32793184.88,-97601850.65,48606499.33,1
1995-02-20,BFS_SINGAPORE,-17230558.14,-68922232.57,31015004.66,35667255.35,-104589487.92,51691674.43,1
1995-02-21,BFS_SINGAPORE,-17405799.01,-71765765.13,33012251.96,37964089.76,-109729854.89,54359966.13,1
1995-02-22,BFS_SINGAPORE,-33531168.55,-135617207.25,65096259.48,74860698.4,-210477905.65,102086038.7,1
1995-02-23,BFS_SINGAPORE,-45614554.96,-182571896.98,93111667.46,107078417.58,-289650314.56,136957342.02,1
1995-02-24,BFS_SINGAPORE,-50138060.62,-200552242.49,108298210.94,124542942.59,-325095185.08,150414181.87,1
1995-02-27,BFS_SINGAPORE,-50303856.1,-202324421.64,113301676.12,130296927.54,-332621349.18,152020565.54,1
1995-02-28,BFS_SINGAPORE,132149885.89,122637263.21,0.0,0.0,122637263.21,9512622.68,1
1995-03-01,BFS_SINGAPORE,-47385040.35,-189540161.4,98647319.76,113444417.72,-302984579.12,142155121.05,1
1995-03-02,BFS_SINGAPORE,-9877134.13,-39508536.53,21285782.0,24478649.3,-63987185.84,29631402.4,1
1995-03-03,BFS_SINGAPORE,-27294397.85,-109177591.39,58927131.22,67766200.91,-176943792.29,81883193.54,1
1995-03-04,BFS_SINGAPORE,-69076300.35,-276305201.41,146706423.77,168712387.33,-445017588.75,207228901.06,1
1995-03-05,BFS_SINGAPORE,-36824740.42,-147298961.67,80144310.73,92165957.34,-239464919.01,110474221.25,1
1995-03-06,BFS_SINGAPORE,-74291278.56,-297165114.25,158278241.8,182019978.07,-479185092.32,222873835.69,1
1995-03-07,BFS_SINGAPORE,-91385325.1,-365541300.38,200599011.17,230688862.84,-596230163.23,274155975.29,1
1995-03-08,BFS_SINGAPORE,-78679036.44,-314716145.77,170663202.31,196262682.65,-510978828.42,236037109.33,1
1995-03-09,BFS_SINGAPORE,182315881.93,169988393.58,0.0,0.0,169988393.58,12327488.35,1
1995-03-10,BFS_SINGAPORE,-67151560.24,-269301724.21,154319781.3,177467748.49,-446769472.7,202150163.97,1
1995-03-11,BFS_SINGAPORE,-44423796.74,-177695186.98,107938480.59,124129252.68,-301824439.65,133271390.23,1
1995-03-12,BFS_SINGAPORE,521695126.75,506358714.16,0.0,0.0,506358714.16,15336412.59,1
1995-03-13,BFS_SINGAPORE,-68932959.0,-275731835.99,172845401.57,198772211.81,-474504047.79,206798876.99,1
1995-03-14,BFS_SINGAPORE,-53797552.78,-215190211.13,134783517.58,155001045.22,-370191256.36,161392658.35,1
1995-03-15,BFS_SINGAPORE,-215563294.54,-862253178.15,533963942.8,614058534.22,-1476311712.37,646689883.61,1
1995-03-16,BFS_SINGAPORE,-440543925.72,-1762175702.88,1092956439.08,1256899904.94,-3019075607.82,1321631777.16,1
1995-03-17,BFS_SINGAPORE,1208092926.7,1192592689.3,0.0,0.0,1192592689.3,15500237.4,1
1995-03-18,BFS_SINGAPORE,-573059720.2,-2292238880.82,1433367332.37,1648372432.22,-3940611313.04,1719179160.61,1
1995-03-19,BFS_SINGAPORE,289757665.86,274409246.51,0.0,0.0,274409246.51,15348419.35,1
1995-03-20,BFS_SINGAPORE,-177129645.81,-708518583.26,440362335.65,506416685.99,-1214935269.25,531388937.44,1
1995-03-21,BFS_SINGAPORE,4548049532.68,4533176359.91,0.0,0.0,4533176359.91,14873172.77,1
1995-03-22,BFS_SINGAPORE,-35327256.32,-141309025.29,85982421.98,98879785.28,-240188810.57,105981768.97,1
1995-03-23,BFS_SINGAPORE,239144999.67,224481370.35,0.0,0.0,224481370.35,14663629.32,1
1995-03-24,BFS_SINGAPORE,-89682801.35,-358731205.4,217743546.82,250405078.84,-609136284.24,269048404.05,1
1995-03-25,BFS_SINGAPORE,-56385753.91,-225543015.65,135640345.16,155986396.93,-381529412.58,169157261.74,1
1995-03-26,BFS_SINGAPORE,-1372725140.93,-5490900563.72,3265546141.72,3755378062.98,-9246278626.69,4118175422.79,1
1995-03-27,BFS_SINGAPORE,644289392.35,629263453.39,0.0,0.0,629263453.39,15025938.97,1
1995-03-28,BFS_SINGAPORE,3095358249.94,3080377799.75,0.0,0.0,3080377799.75,14980450.18,1
1995-03-29,BFS_SINGAPORE,1737803581.09,1722243628.04,0.0,0.0,1722243628.04,15559953.06,1
1995-03-30,BFS_SINGAPORE,-304824896.41,-1219299585.65,765333295.02,880133289.28,-2099432874.93,914474689.24,1
1995-03-31,BFS_SINGAPORE,-2134301628.22,-8537206512.88,5463812168.24,6283383993.48,-14820590506.36,6402904884.66,1
1995-04-01,BFS_SINGAPORE,-3055449454.92,-12221797819.68,7723684379.17,8882237036.04,-21104034855.72,9166348364.76,1
1995-04-02,BFS_SINGAPORE,-1632425387.48,-6529701549.93,4091596887.87,4705336421.05,-11235037970.99,4897276162.45,1
1995-04-03,BFS_SINGAPORE,-320562886.19,-1282251544.77,805171264.96,925946954.7,-2208198499.47,961688658.58,1
1995-04-04,BFS_SINGAPORE,-1786281285.43,-7145125141.71,4506488477.34,5182461748.95,-12327586890.66,5358843856.29,1
1995-04-05,BFS_SINGAPORE,5469837975.23,5453336462.4,0.0,0.0,5453336462.4,16501512.84,1
1995-04-06,BFS_SINGAPORE,-1581904660.99,-6327618643.97,4049675932.14,4657127321.96,-10984745965.93,4745713982.98,1
1995-04-07,BFS_SINGAPORE,-1255638899.49,-5022555597.97,3214435582.7,3696600920.11,-8719156518.07,3766916698.48,1
1995-04-08,BFS_SINGAPORE,-2462201337.51,-9848805350.04,6151806351.98,7074577304.78,-16923382654.81,7386604012.53,1
1995-04-09,BFS_SINGAPORE,-799154221.85,-3196616887.39,2026970401.13,2331015961.3,-5527632848.69,2397462665.55,1
1995-04-10,BFS_SINGAPORE,363074891.26,348004460.04,0.0,0.0,348004460.04,15070431.22,1
1995-04-11,BFS_SINGAPORE,-5662332224.44,-22649328897.77,14460167761.83,16629192926.11,-39278521823.87,16986996673.32,1
1995-04-12,BFS_SINGAPORE,-2092345346.71,-8369381386.85,5356404087.58,6159864700.72,-14529246087.56,6277036040.13,1
1995-04-13,BFS_SINGAPORE,-4588878042.46,-18355512169.85,11728073607.6,13487284648.74,-31842796818.59,13766634127.39,1
1995-04-14,BFS_SINGAPORE,-4933215542.07,-19732862168.27,12576442024.0,14462908327.6,-34195770495.87,14799646626.2,1
1995-04-15,BFS_SINGAPORE,-2876800526.17,-11507202104.66,7364609346.98,8469300749.03,-19976502853.69,8630401578.5,1
1995-04-16,BFS_SINGAPORE,-475300570.2,-1901202280.79,1213931198.19,1396020877.92,-3297223158.71,1425901710.59,1
1995-04-17,BFS_SINGAPORE,23214404205.35,23197736674.15,0.0,0.0,23197736674.15,16667531.2,1
1995-04-18,BFS_SINGAPORE,-5153130334.63,-20612521338.53,13192013656.66,15170815705.16,-35783337043.7,15459391003.9,1
1995-04-19,BFS_SINGAPORE,8555541679.01,8539181318.45,0.0,0.0,8539181318.45,16360360.56,1
1995-04-20,BFS_SINGAPORE,35972151386.62,35955997132.79,0.0,0.0,35955997132.79,16154253.83,1
1995-04-21,BFS_SINGAPORE,-20113524946.5,-80454099786.0,51395815562.28,59105187896.62,-139559287682.62,60340574839.5,1
1995-04-22,BFS_SINGAPORE,30952251708.08,30935596607.61,0.0,0.0,30935596607.61,16655100.47,1
1995-04-23,BFS_SINGAPORE,-31200535465.22,-124802141860.88,79873370790.96,91854376409.61,-216656518270.49,93601606395.66,1
1995-04-24,BFS_SINGAPORE,-20544153514.85,-82176614059.39,52593032998.01,60481987947.71,-142658602007.11,61632460544.55,1
1995-04-25,BFS_SINGAPORE,116064369947.27,116048285424.2,0.0,0.0,116048285424.2,16084523.07,1
1995-04-26,BFS_SINGAPORE,89653432020.35,89638071649.32,0.0,0.0,89638071649.32,15360371.03,1
1995-04-27,BFS_SINGAPORE,-21713815341.02,-86855261364.09,54040019963.04,62146022957.49,-149001284321.59,65141446023.07,1
1995-04-28,BFS_SINGAPORE,-56415346617.07,-225661386468.26,141993315032.4,163292312287.26,-388953698755.53,169246039851.2,1
1995-04-29,BFS_SINGAPORE,-45664011835.09,-182656047340.35,116013517771.28,133415545436.97,-316071592777.32,136992035505.26,1
1995-04-30,BFS_SINGAPORE,-68805919226.82,-275223676907.28,176143153220.66,202564626203.76,-477788303111.04,206417757680.46,1
1995-05-01,BFS_SINGAPORE,68654746664.86,68638928706.77,0.0,0.0,68638928706.77,15817958.08,1
1995-05-02,BFS_SINGAPORE,-13564251374.86,-54257005499.46,34724483519.65,39933156047.6,-94190161547.06,40692754124.59,1
1995-05-03,BFS_SINGAPORE,239722269713.77,239705315295.66,0.0,0.0,239705315295.66,16954418.11,1
1995-05-04,BFS_SINGAPORE,129985268580.88,129969938420.29,0.0,0.0,129969938420.29,15330160.59,1
1995-05-05,BFS_SINGAPORE,20095299188.08,20080024253.08,0.0,0.0,20080024253.08,15274935.01,1
1995-05-06,BFS_SINGAPORE,24713621329.25,24697862429.79,0.0,0.0,24697862429.79,15758899.46,1
1995-05-07,BFS_SINGAPORE,-101243992889.88,-404975971559.5,250345410452.16,287897222019.99,-692873193579.49,303731978669.63,1
1995-05-08,BFS_SINGAPORE,-55577899900.78,-222311599603.12,138697001471.09,159501551691.76,-381813151294.88,166733699702.34,1
1995-05-09,BFS_SINGAPORE,207812753704.52,207795725567.97,0.0,0.0,207795725567.97,17028136.55,1
1995-05-10,BFS_SINGAPORE,-121418952762.68,-485675811050.7,304730028042.35,350439532248.7,-836115343299.4,364256858288.03,1
1995-05-11,BFS_SINGAPORE,68326511359.22,68311160121.54,0.0,0.0,68311160121.54,15351237.68,1
1995-05-12,BFS_SINGAPORE,-217463135290.81,-869852541163.24,522555585692.04,600938923545.85,-1470791464709.09,652389405872.43,1
1995-05-13,BFS_SINGAPORE,-179257875793.07,-717031503172.29,410584414930.59,472172077170.18,-1189203580342.47,537773627379.22,1
1995-05-14,BFS_SINGAPORE,555799618935.47,555787057598.0,0.0,0.0,555787057598.0,12561337.47,1
1995-05-15,BFS_SINGAPORE,-44730076714.56,-178920306858.23,101341062379.94,116542221736.94,-295462528595.17,134190230143.67,1
1995-05-16,BFS_SINGAPORE,125059850830.6,125047539824.28,0.0,0.0,125047539824.28,12311006.31,1
1995-05-17,BFS_SINGAPORE,-70606953987.83,-282427815951.32,160261936349.74,184301226802.2,-466729042753.52,211820861963.49,1
1995-05-18,BFS_SINGAPORE,-389856411536.81,-1559425646147.24,879889365952.76,1011872770845.67,-2571298416992.91,1169569234610.43,1
1995-05-19,BFS_SINGAPORE,157397841716.14,157384932757.24,0.0,0.0,157384932757.24,12908958.9,1
1995-05-20,BFS_SINGAPORE,-314539092398.45,-1258156369593.79,686134539076.1,789054719937.52,-2047211089531.31,943617277195.34,1
1995-05-21,BFS_SINGAPORE,464032028310.07,464020464430.65,0.0,0.0,464020464430.65,11563879.42,1
1995-05-22,BFS_SINGAPORE,1274563870070.32,1274551667212.92,0.0,0.0,1274551667212.92,12202857.4,1
