date,entity_id,reconciliation_breaks,late_entries,backdated_entries,unresolved_break_value,fraud_label
1995-04-24,BFS_SINGAPORE,5,8,3,698980.93,1
1995-04-25,BFS_SINGAPORE,6,9,2,834371.71,1
1995-04-26,BFS_SINGAPORE,6,5,2,834372.21,1
1995-04-27,BFS_SINGAPORE,5,8,3,702572.4,1
1995-04-28,BFS_SINGAPORE,8,6,3,1126494.18,1
1995-04-29,BFS_SINGAPORE,8,7,5,1126721.63,1
1995-04-30,BFS_SINGAPORE,5,6,3,706800.0,1
1995-05-01,BFS_SINGAPORE,6,7,3,844466.85,1
1995-05-02,BFS_SINGAPORE,3,7,2,424043.73,1
1995-05-03,BFS_SINGAPORE,7,8,3,989520.0,1
1995-05-04,BFS_SINGAPORE,7,6,2,986159.39,1
1995-05-05,BFS_SINGAPORE,8,7,3,1130880.0,1
1995-05-06,BFS_SINGAPORE,4,7,3,565440.0,1
1995-05-07,BFS_SINGAPORE,7,8,4,989520.0,1
1995-05-08,BFS_SINGAPORE,6,5,4,846517.96,1
1995-05-09,BFS_SINGAPORE,7,8,4,979433.82,1
1995-05-10,BFS_SINGAPORE,7,7,3,988090.22,1
1995-05-11,BFS_SINGAPORE,6,8,2,848160.0,1
1995-05-12,BFS_SINGAPORE,6,8,5,848160.0,1
1995-05-13,BFS_SINGAPORE,6,6,2,848160.0,1
1995-05-14,BFS_SINGAPORE,6,8,4,848160.0,1
1995-05-15,BFS_SINGAPORE,3,9,3,424080.0,1
1995-05-16,BFS_SINGAPORE,6,7,3,848160.0,1
1995-05-17,BFS_SINGAPORE,7,7,4,988061.32,1
1995-05-18,BFS_SINGAPORE,6,6,2,846938.45,1
1995-05-19,BFS_SINGAPORE,7,9,3,989520.0,1
1995-05-20,BFS_SINGAPORE,6,9,2,848160.0,1
1995-05-21,BFS_SINGAPORE,6,6,2,848160.0,1
1995-05-22,BFS_SINGAPORE,6,9,3,842829.61,1
