date,entity_id,reported_pnl_total,actual_pnl_total,margin_call_amount,funding_transfer,realized_cash_delta,hidden_loss_total,fraud_label
1995-02-10,BFS_SINGAPORE,-7410622.2,-7591817.62,3036727.05,364407.25,-7956224.86,181195.42,0
1995-02-13,BFS_SINGAPORE,-9751650.84,-9976113.39,4090206.49,490824.78,-10466938.17,224462.55,0
1995-02-14,BFS_SINGAPORE,-8189653.71,-8379114.68,3435437.02,412252.44,-8791367.12,189460.96,0
1995-02-15,BFS_SINGAPORE,-10812516.44,-11061397.9,4645787.12,557494.45,-11618892.35,248881.45,0
1995-02-16,BFS_SINGAPORE,-11415127.46,-11677879.75,5021488.29,602578.6,-12280458.35,262752.29,0
1995-02-17,BFS_SINGAPORE,-11618730.75,-11887927.02,5230687.89,627682.55,-12515609.57,269196.27,0
1995-02-20,BFS_SINGAPORE,-11720331.72,-11990109.18,5395549.13,647465.9,-12637575.07,269777.46,0
1995-02-21,BFS_SINGAPORE,-12333783.3,-12617681.13,5804133.32,696496.0,-13314177.12,283897.83,0
1995-02-22,BFS_SINGAPORE,-12998866.21,-13316644.47,6391989.35,767038.72,-14083683.19,317778.26,0
1995-02-23,BFS_SINGAPORE,-15657442.24,-16017843.72,8169100.3,980292.04,-16998135.76,360401.48,0
1995-02-24,BFS_SINGAPORE,-17103353.67,-17497037.0,9448399.98,1133808.0,-18630845.0,393683.33,0
1995-02-27,BFS_SINGAPORE,-17553721.09,-17957770.93,10056351.72,1206762.21,-19164533.14,404049.85,0
1995-02-28,BFS_SINGAPORE,-10255467.77,-10555347.33,5488780.61,658653.67,-11214001.01,299879.56,0
1995-03-01,BFS_SINGAPORE,-12980563.48,-13279348.83,7073897.45,848867.69,-14128216.53,298785.35,0
1995-03-02,BFS_SINGAPORE,-7499492.99,-7782579.9,4163272.06,499592.65,-8282172.55,283086.91,0
1995-03-03,BFS_SINGAPORE,-16777773.41,-17169998.54,9324187.16,1118902.46,-18288901.0,392225.13,0
1995-03-04,BFS_SINGAPORE,-13673371.94,-13994048.76,7687459.38,922495.13,-14916543.89,320676.82,0
1995-03-05,BFS_SINGAPORE,-14705607.06,-15044099.3,8001068.64,960128.24,-16004227.53,338492.23,0
1995-03-06,BFS_SINGAPORE,-19408600.18,-19855345.45,10546609.11,1265593.09,-21120938.55,446745.27,0
1995-03-07,BFS_SINGAPORE,-7601080.97,-7888137.77,4218256.03,506190.72,-8394328.5,287056.8,0
1995-03-08,BFS_SINGAPORE,-5113939.86,-5383254.33,2884102.01,346092.24,-5729346.57,269314.47,0
1995-03-09,BFS_SINGAPORE,-19294948.24,-19739077.48,11150233.68,1338028.04,-21077105.52,444129.24,0
1995-03-10,BFS_SINGAPORE,-13442927.15,-13752355.14,7570185.59,908422.27,-14660777.41,309427.99,0
1995-03-11,BFS_SINGAPORE,-20569794.51,-21043268.04,11929505.07,1431540.61,-22474808.65,473473.53,0
1995-03-12,BFS_SINGAPORE,-20159419.24,-20623446.79,11724903.59,1406988.43,-22030435.22,464027.55,0
1995-03-13,BFS_SINGAPORE,-17780315.31,-18189580.88,10455719.85,1254686.38,-19444267.26,409265.57,0
1995-03-14,BFS_SINGAPORE,-16584566.02,-16966307.95,9708334.55,1165000.15,-18131308.1,381741.93,0
1995-03-15,BFS_SINGAPORE,-16937355.45,-17327217.85,9947454.0,1193694.48,-18520912.33,389862.4,0
1995-03-16,BFS_SINGAPORE,-14538326.26,-14872968.04,8525830.04,1023099.6,-15896067.65,334641.78,0
1995-03-17,BFS_SINGAPORE,-12924521.34,-13279734.08,7844386.54,941326.38,-14221060.47,355212.75,0
1995-03-18,BFS_SINGAPORE,-18476485.98,-18901775.94,11428079.68,1371369.56,-20273145.51,425289.96,0
1995-03-19,BFS_SINGAPORE,-12173986.88,-12506811.32,7387309.5,886477.14,-13393288.46,332824.44,0
1995-03-20,BFS_SINGAPORE,-12581456.37,-12935022.82,7737981.09,928557.73,-13863580.55,353566.45,0
1995-03-21,BFS_SINGAPORE,-16714247.21,-17098974.13,9975612.76,1197073.53,-18296047.66,384726.92,0
1995-03-22,BFS_SINGAPORE,-25107283.32,-25685200.33,15310637.88,1837276.55,-27522476.87,577917.01,0
1995-03-23,BFS_SINGAPORE,-13149235.85,-13494380.71,8020410.85,962449.3,-14456830.01,345144.86,0
1995-03-24,BFS_SINGAPORE,-14892158.87,-15234945.14,8877747.9,1065329.75,-16300274.89,342786.27,0
1995-03-25,BFS_SINGAPORE,-19597189.93,-20048276.15,11326588.2,1359190.58,-21407466.73,451086.21,0
1995-03-26,BFS_SINGAPORE,-7536264.45,-7862368.25,4508187.44,540982.49,-8403350.74,326103.8,0
1995-03-27,BFS_SINGAPORE,-26036281.82,-26635582.43,14873635.9,1784836.31,-28420418.73,599300.6,0
1995-03-28,BFS_SINGAPORE,-21986419.08,-22492500.33,12547148.44,1505657.81,-23998158.15,506081.26,0
1995-03-29,BFS_SINGAPORE,-18029828.36,-18444837.2,10351015.32,1242121.84,-19686959.04,415008.84,0
1995-03-30,BFS_SINGAPORE,-20958875.62,-21441304.99,12491968.75,1499036.25,-22940341.24,482429.36,0
1995-03-31,BFS_SINGAPORE,-15242800.59,-15593657.89,9048638.52,1085836.62,-16679494.52,350857.3,0
1995-04-01,BFS_SINGAPORE,-23325434.85,-23862337.44,14063870.48,1687664.46,-25550001.9,536902.59,0
1995-04-02,BFS_SINGAPORE,-17406394.78,-17807053.48,10845254.12,1301430.49,-19108483.97,400658.7,0
1995-04-03,BFS_SINGAPORE,-16829047.51,-17221543.15,10560416.61,1267249.99,-18488793.14,392495.64,0
1995-04-04,BFS_SINGAPORE,-24914588.09,-25488069.66,15746034.62,1889524.15,-27377593.81,573481.57,0
1995-04-05,BFS_SINGAPORE,-27028731.71,-27650876.43,16992982.75,2039157.93,-29690034.36,622144.72,0
1995-04-06,BFS_SINGAPORE,-20010932.24,-20471541.94,12782884.85,1533946.18,-22005488.12,460609.69,0
1995-04-07,BFS_SINGAPORE,-13341242.78,-13714735.34,8441904.59,1013028.55,-14727763.89,373492.56,0
1995-04-08,BFS_SINGAPORE,-16203585.78,-16586704.29,10259893.56,1231187.23,-17817891.52,383118.51,0
1995-04-09,BFS_SINGAPORE,-13812572.54,-14174336.99,8740043.97,1048805.28,-15223142.27,361764.45,0
1995-04-10,BFS_SINGAPORE,-14829725.68,-15244491.47,9590436.06,1150852.33,-16395343.8,414765.79,0
1995-04-11,BFS_SINGAPORE,-20363950.83,-20832686.28,13299013.52,1595881.62,-22428567.9,468735.44,0
1995-04-12,BFS_SINGAPORE,-15523901.14,-15892166.32,10095712.49,1211485.5,-17103651.82,368265.18,0
1995-04-13,BFS_SINGAPORE,-20937256.73,-21419188.47,13677796.38,1641335.57,-23060524.04,481931.74,0
1995-04-14,BFS_SINGAPORE,-28709004.8,-29369825.88,18555062.72,2226607.53,-31596433.4,660821.08,0
1995-04-15,BFS_SINGAPORE,-23385766.67,-23924057.98,15311397.1,1837367.65,-25761425.63,538291.3,0
1995-04-16,BFS_SINGAPORE,-22753060.06,-23276787.78,14897144.18,1787657.3,-25064445.09,523727.73,0
1995-04-17,BFS_SINGAPORE,-10493261.6,-13161946.41,8371149.82,3767017.42,-16928963.83,2668684.81,1
1995-04-18,BFS_SINGAPORE,-7583438.82,-7954161.21,5015362.0,601843.44,-8556004.65,370722.39,0
1995-04-19,BFS_SINGAPORE,-13136722.28,-13495126.05,8356932.46,1002831.9,-14497957.94,358403.77,0
1995-04-20,BFS_SINGAPORE,-25255267.56,-29712079.48,18297972.07,8234087.43,-37946166.92,4456811.92,1
1995-04-21,BFS_SINGAPORE,-8536700.02,-8881270.32,5419003.08,650280.37,-9531550.7,344570.31,0
1995-04-22,BFS_SINGAPORE,-11644234.24,-12001501.04,7235280.28,868233.63,-12869734.67,357266.8,0
1995-04-23,BFS_SINGAPORE,-10406963.34,-12706263.02,7764443.01,3493999.35,-16200262.37,2299299.68,1
1995-04-24,BFS_SINGAPORE,-15875095.35,-16249471.41,9973426.33,1196811.16,-17446282.57,374376.06,0
1995-04-25,BFS_SINGAPORE,-6019809.33,-6395894.36,3961661.39,475399.37,-6871293.73,376085.03,0
1995-04-26,BFS_SINGAPORE,-11421589.0,-14005204.89,8734312.44,3930440.6,-17935645.48,2583615.89,1
1995-04-27,BFS_SINGAPORE,-19158564.56,-19599554.54,12088634.24,1450636.11,-21050190.65,440989.98,0
1995-04-28,BFS_SINGAPORE,-22504850.93,-23022865.4,14087222.83,1690466.74,-24713332.14,518014.47,0
1995-04-29,BFS_SINGAPORE,-9769383.2,-12214301.89,7426968.18,3342135.68,-15556437.57,2444918.68,1
1995-04-30,BFS_SINGAPORE,-18348814.53,-18771165.76,11556337.6,1386760.51,-20157926.27,422351.23,0
1995-05-01,BFS_SINGAPORE,-13901346.54,-14273052.96,8626481.57,1035177.79,-15308230.74,371706.42,0
1995-05-02,BFS_SINGAPORE,-25496819.86,-29996258.66,18531137.21,8339011.74,-38335270.4,4499438.8,1
1995-05-03,BFS_SINGAPORE,-16224071.04,-16607380.38,10392788.45,1247134.61,-17854515.0,383309.34,0
1995-05-04,BFS_SINGAPORE,-19868081.48,-20325403.05,12372221.54,1484666.59,-21810069.63,457321.57,0
1995-05-05,BFS_SINGAPORE,-6930520.2,-9345743.23,5594056.08,2517325.24,-11863068.47,2415223.03,1
1995-05-06,BFS_SINGAPORE,-23667805.44,-24212588.69,15132756.23,1815930.75,-26028519.44,544783.25,0
1995-05-07,BFS_SINGAPORE,-9245152.54,-9634179.63,5938217.48,712586.1,-10346765.73,389027.09,0
1995-05-08,BFS_SINGAPORE,-12026624.4,-14652887.7,9089165.33,4090124.4,-18743012.1,2626263.3,1
1995-05-09,BFS_SINGAPORE,-6950445.99,-7357356.21,4619518.51,554342.22,-7911698.44,406910.22,0
1995-05-10,BFS_SINGAPORE,-46025092.6,-47084493.71,29974613.34,3596953.6,-50681447.31,1059401.11,0
1995-05-11,BFS_SINGAPORE,-23413681.72,-27545507.9,17412861.26,7835787.57,-35381295.47,4131826.19,1
1995-05-12,BFS_SINGAPORE,5218328.19,4825601.64,0.0,0.0,4825601.64,392726.55,0
1995-05-13,BFS_SINGAPORE,-699248.82,-1082501.03,683362.88,82003.55,-1164504.58,383252.21,0
1995-05-14,BFS_SINGAPORE,-16260038.9,-19129457.52,12242852.82,5509283.77,-24638741.29,2869418.63,1
1995-05-15,BFS_SINGAPORE,-930916.26,-1335504.66,849717.3,101966.08,-1437470.74,404588.4,0
1995-05-16,BFS_SINGAPORE,-71635683.23,-73284586.42,46902135.31,5628256.24,-78912842.66,1648903.19,0
1995-05-17,BFS_SINGAPORE,-3692917.4,-6509465.38,4151475.12,1868163.8,-8377629.18,2816547.97,1
1995-05-18,BFS_SINGAPORE,-3637916.3,-4049435.9,2558658.72,307039.05,-4356474.94,411519.59,0
1995-05-19,BFS_SINGAPORE,-21679585.05,-22178603.63,14115051.16,1693806.14,-23872409.77,499018.58,0
1995-05-20,BFS_SINGAPORE,-13606874.69,-16464533.92,10537301.71,4741785.77,-21206319.69,2857659.23,1
1995-05-21,BFS_SINGAPORE,-49569538.54,-50710525.36,31956806.65,3834816.8,-54545342.16,1140986.82,0
1995-05-22,BFS_SINGAPORE,-14154571.19,-14554592.61,9096993.82,1091639.26,-15646231.87,400021.42,0
