date,entity_id,reconciliation_breaks,late_entries,backdated_entries,unresolved_break_value,fraud_label
1995-04-20,BFS_SINGAPORE,1,1,1,89750.57,1
1995-04-21,BFS_SINGAPORE,0,3,1,0.0,0
1995-04-22,BFS_SINGAPORE,1,3,0,88971.88,0
1995-04-23,BFS_SINGAPORE,3,3,1,268392.98,1
1995-04-24,BFS_SINGAPORE,5,1,2,448130.78,0
1995-04-25,BFS_SINGAPORE,2,4,1,179928.83,0
1995-04-26,BFS_SINGAPORE,4,3,2,360875.42,1
1995-04-27,BFS_SINGAPORE,0,4,1,0.0,0
1995-04-28,BFS_SINGAPORE,1,2,2,89512.78,0
1995-04-29,BFS_SINGAPORE,2,1,1,178566.61,1
1995-04-30,BFS_SINGAPORE,2,5,2,179477.17,0
1995-05-01,BFS_SINGAPORE,2,3,1,178126.73,0
1995-05-02,BFS_SINGAPORE,5,2,3,449334.49,1
1995-05-03,BFS_SINGAPORE,1,2,0,90347.6,0
1995-05-04,BFS_SINGAPORE,2,3,2,178644.88,0
1995-05-05,BFS_SINGAPORE,1,1,2,88714.04,1
1995-05-06,BFS_SINGAPORE,2,2,0,180599.45,0
1995-05-07,BFS_SINGAPORE,2,3,0,179564.38,0
1995-05-08,BFS_SINGAPORE,2,2,1,180035.83,1
1995-05-09,BFS_SINGAPORE,1,3,0,90472.65,0
1995-05-10,BFS_SINGAPORE,3,1,2,272990.39,0
1995-05-11,BFS_SINGAPORE,3,3,2,272186.79,1
1995-05-12,BFS_SINGAPORE,3,2,1,272814.45,0
1995-05-13,BFS_SINGAPORE,1,1,0,90676.89,0
1995-05-14,BFS_SINGAPORE,2,3,2,182400.0,1
1995-05-15,BFS_SINGAPORE,1,0,0,90975.11,0
1995-05-16,BFS_SINGAPORE,4,2,0,364800.0,0
1995-05-17,BFS_SINGAPORE,4,0,1,364262.34,1
1995-05-18,BFS_SINGAPORE,4,1,1,362845.34,0
1995-05-19,BFS_SINGAPORE,3,1,0,272956.77,0
1995-05-20,BFS_SINGAPORE,2,3,1,182400.0,1
1995-05-21,BFS_SINGAPORE,5,1,2,453054.28,0
1995-05-22,BFS_SINGAPORE,3,2,1,270904.62,0
