date,entity_id,reconciliation_breaks,late_entries,backdated_entries,unresolved_break_value,fraud_label
1995-04-14,BFS_SINGAPORE,9,9,3,1348256.43,1
1995-04-15,BFS_SINGAPORE,6,9,3,909004.5,1
1995-04-16,BFS_SINGAPORE,9,10,4,1350890.63,1
1995-04-17,BFS_SINGAPORE,7,7,3,1051738.78,1
1995-04-18,BFS_SINGAPORE,6,9,2,919497.18,1
1995-04-19,BFS_SINGAPORE,6,9,3,930240.0,1
1995-04-20,BFS_SINGAPORE,8,8,3,1240320.0,1
1995-04-21,BFS_SINGAPORE,6,8,3,923494.38,1
1995-04-22,BFS_SINGAPORE,7,9,2,1072638.03,1
1995-04-23,BFS_SINGAPORE,7,9,5,1062590.48,1
1995-04-24,BFS_SINGAPORE,9,9,4,1357231.61,1
1995-04-25,BFS_SINGAPORE,7,8,5,1072380.38,1
1995-04-26,BFS_SINGAPORE,8,10,5,1222771.53,1
1995-04-27,BFS_SINGAPORE,4,10,3,612940.83,1
1995-04-28,BFS_SINGAPORE,7,8,4,1077965.65,1
1995-04-29,BFS_SINGAPORE,4,11,2,614850.91,1
1995-04-30,BFS_SINGAPORE,8,9,5,1222045.23,1
1995-05-01,BFS_SINGAPORE,5,9,3,760777.27,1
1995-05-02,BFS_SINGAPORE,8,7,3,1218766.53,1
1995-05-03,BFS_SINGAPORE,5,10,4,773798.8,1
1995-05-04,BFS_SINGAPORE,6,8,5,930240.0,1
1995-05-05,BFS_SINGAPORE,9,8,5,1392064.46,1
1995-05-06,BFS_SINGAPORE,6,7,4,924748.32,1
1995-05-07,BFS_SINGAPORE,6,8,4,930240.0,1
1995-05-08,BFS_SINGAPORE,7,9,6,1085280.0,1
1995-05-09,BFS_SINGAPORE,6,8,4,919339.53,1
1995-05-10,BFS_SINGAPORE,10,10,4,1529554.82,1
1995-05-11,BFS_SINGAPORE,4,10,3,612127.83,1
1995-05-12,BFS_SINGAPORE,6,9,3,925865.04,1
1995-05-13,BFS_SINGAPORE,8,6,2,1218201.44,1
1995-05-14,BFS_SINGAPORE,8,7,4,1225931.31,1
1995-05-15,BFS_SINGAPORE,8,8,4,1216562.21,1
1995-05-16,BFS_SINGAPORE,8,7,3,1221791.69,1
1995-05-17,BFS_SINGAPORE,7,8,5,1074395.77,1
1995-05-18,BFS_SINGAPORE,6,9,5,912362.41,1
1995-05-19,BFS_SINGAPORE,9,10,5,1378449.73,1
1995-05-20,BFS_SINGAPORE,5,8,4,767696.73,1
1995-05-21,BFS_SINGAPORE,7,9,5,1068662.81,1
1995-05-22,BFS_SINGAPORE,8,6,3,1225650.99,1
