date,entity_id,reconciliation_breaks,late_entries,backdated_entries,unresolved_break_value,fraud_label
1995-03-04,BFS_SINGAPORE,9,7,4,1277421.74,1
1995-03-05,BFS_SINGAPORE,4,8,5,563738.05,1
1995-03-06,BFS_SINGAPORE,4,9,3,564387.7,1
1995-03-07,BFS_SINGAPORE,8,9,3,1139217.66,1
1995-03-08,BFS_SINGAPORE,6,8,4,856921.8,1
1995-03-09,BFS_SINGAPORE,5,9,4,709984.76,1
1995-03-10,BFS_SINGAPORE,6,7,4,855493.79,1
1995-03-11,BFS_SINGAPORE,6,9,5,856175.13,1
1995-03-12,BFS_SINGAPORE,9,9,3,1285852.05,1
1995-03-13,BFS_SINGAPORE,6,6,3,868668.36,1
1995-03-14,BFS_SINGAPORE,9,7,4,1305139.82,1
1995-03-15,BFS_SINGAPORE,10,10,3,1461560.1,1
1995-03-16,BFS_SINGAPORE,6,7,4,875224.52,1
1995-03-17,BFS_SINGAPORE,8,8,5,1160561.45,1
1995-03-18,BFS_SINGAPORE,7,9,5,1013424.29,1
1995-03-19,BFS_SINGAPORE,8,6,4,1147747.35,1
1995-03-20,BFS_SINGAPORE,8,8,4,1163913.89,1
1995-03-21,BFS_SINGAPORE,7,8,4,1015297.84,1
1995-03-22,BFS_SINGAPORE,9,7,4,1303628.07,1
1995-03-23,BFS_SINGAPORE,9,11,3,1319767.87,1
1995-03-24,BFS_SINGAPORE,5,7,4,735105.58,1
1995-03-25,BFS_SINGAPORE,7,8,3,1037964.79,1
1995-03-26,BFS_SINGAPORE,9,10,4,1337919.39,1
1995-03-27,BFS_SINGAPORE,7,10,4,1039086.73,1
1995-03-28,BFS_SINGAPORE,8,7,4,1198202.06,1
1995-03-29,BFS_SINGAPORE,6,8,3,899321.97,1
1995-03-30,BFS_SINGAPORE,6,7,4,899785.85,1
1995-03-31,BFS_SINGAPORE,6,7,3,900346.18,1
1995-04-01,BFS_SINGAPORE,9,5,3,1359533.67,1
1995-04-02,BFS_SINGAPORE,6,8,4,906307.37,1
1995-04-03,BFS_SINGAPORE,6,7,4,902601.08,1
1995-04-04,BFS_SINGAPORE,8,10,4,1204786.77,1
1995-04-05,BFS_SINGAPORE,7,8,3,1050615.63,1
1995-04-06,BFS_SINGAPORE,8,8,3,1197312.83,1
1995-04-07,BFS_SINGAPORE,8,6,4,1194538.44,1
1995-04-08,BFS_SINGAPORE,6,11,4,895642.8,1
1995-04-09,BFS_SINGAPORE,6,8,4,897546.62,1
1995-04-10,BFS_SINGAPORE,7,8,2,1054796.48,1
1995-04-11,BFS_SINGAPORE,6,8,3,909512.41,1
1995-04-12,BFS_SINGAPORE,9,8,4,1374488.66,1
1995-04-13,BFS_SINGAPORE,5,7,4,764259.8,1
1995-04-14,BFS_SINGAPORE,6,9,5,911209.68,1
1995-04-15,BFS_SINGAPORE,8,8,5,1222242.22,1
1995-04-16,BFS_SINGAPORE,5,7,4,762711.61,1
1995-04-17,BFS_SINGAPORE,7,7,5,1068023.24,1
1995-04-18,BFS_SINGAPORE,5,7,4,762316.89,1
1995-04-19,BFS_SINGAPORE,6,8,3,913811.07,1
1995-04-20,BFS_SINGAPORE,5,9,4,767307.03,1
1995-04-21,BFS_SINGAPORE,6,6,4,919304.8,1
1995-04-22,BFS_SINGAPORE,7,8,4,1079741.42,1
1995-04-23,BFS_SINGAPORE,8,5,5,1230452.35,1
1995-04-24,BFS_SINGAPORE,9,8,4,1385637.28,1
1995-04-25,BFS_SINGAPORE,6,10,5,918035.31,1
1995-04-26,BFS_SINGAPORE,6,7,5,918993.44,1
1995-04-27,BFS_SINGAPORE,7,7,3,1083776.65,1
1995-04-28,BFS_SINGAPORE,9,9,3,1383097.54,1
1995-04-29,BFS_SINGAPORE,7,8,3,1076858.84,1
1995-04-30,BFS_SINGAPORE,6,10,6,913597.34,1
1995-05-01,BFS_SINGAPORE,9,7,5,1376807.82,1
1995-05-02,BFS_SINGAPORE,7,8,4,1068954.37,1
1995-05-03,BFS_SINGAPORE,8,6,2,1224730.06,1
1995-05-04,BFS_SINGAPORE,8,7,4,1218986.68,1
1995-05-05,BFS_SINGAPORE,8,7,3,1215234.51,1
1995-05-06,BFS_SINGAPORE,7,8,4,1060083.13,1
1995-05-07,BFS_SINGAPORE,7,8,3,1054487.0,1
1995-05-08,BFS_SINGAPORE,6,8,4,902709.43,1
1995-05-09,BFS_SINGAPORE,9,9,2,1358682.78,1
1995-05-10,BFS_SINGAPORE,7,7,3,1065449.07,1
1995-05-11,BFS_SINGAPORE,6,7,4,904811.3,1
1995-05-12,BFS_SINGAPORE,9,6,4,1358527.34,1
1995-05-13,BFS_SINGAPORE,8,8,4,1217598.45,1
1995-05-14,BFS_SINGAPORE,9,9,4,1384007.68,1
1995-05-15,BFS_SINGAPORE,7,8,4,1073290.97,1
1995-05-16,BFS_SINGAPORE,9,9,3,1391341.08,1
1995-05-17,BFS_SINGAPORE,7,9,4,1085280.0,1
1995-05-18,BFS_SINGAPORE,6,8,3,930240.0,1
1995-05-19,BFS_SINGAPORE,9,8,3,1395360.0,1
1995-05-20,BFS_SINGAPORE,7,8,4,1084757.63,1
1995-05-21,BFS_SINGAPORE,6,11,4,928645.4,1
1995-05-22,BFS_SINGAPORE,9,7,3,1395360.0,1
