date,entity_id,reported_pnl_total,actual_pnl_total,margin_call_amount,funding_transfer,realized_cash_delta,hidden_loss_total,fraud_label
1995-04-05,BFS_SINGAPORE,-16890047.47,-16890047.47,10388135.67,1246576.28,-18136623.75,0.0,0
1995-04-06,BFS_SINGAPORE,-16113523.37,-16113523.37,9611705.32,1153404.64,-17266928.01,0.0,0
1995-04-07,BFS_SINGAPORE,-11246106.11,-11246106.11,6697791.45,803734.97,-12049841.09,0.0,0
1995-04-08,BFS_SINGAPORE,-15644699.49,-15644699.49,9206714.87,1104805.78,-16749505.28,0.0,0
1995-04-09,BFS_SINGAPORE,-13725858.9,-13725858.9,8046794.27,965615.31,-14691474.22,0.0,0
1995-04-10,BFS_SINGAPORE,-15337905.21,-15337905.21,9044310.46,1085317.25,-16423222.47,0.0,0
1995-04-11,BFS_SINGAPORE,-15188586.11,-15188586.11,8895333.67,1067440.04,-16256026.15,0.0,0
1995-04-12,BFS_SINGAPORE,-12580652.09,-12580652.09,7499784.76,899974.17,-13480626.26,0.0,0
1995-04-13,BFS_SINGAPORE,-13941906.14,-13941906.14,8228850.68,987462.08,-14929368.22,0.0,0
1995-04-14,BFS_SINGAPORE,-14101310.6,-14101310.6,8447275.55,1013673.07,-15114983.66,0.0,0
1995-04-15,BFS_SINGAPORE,-16416626.86,-16416626.86,9753721.35,1170446.56,-17587073.42,0.0,0
1995-04-16,BFS_SINGAPORE,-15490844.94,-15490844.94,9466722.89,1136006.75,-16626851.68,0.0,0
1995-04-17,BFS_SINGAPORE,-16107842.77,-16107842.77,9842092.39,1181051.09,-17288893.86,0.0,0
1995-04-18,BFS_SINGAPORE,-15609689.97,-15609689.97,9513924.45,1141670.93,-16751360.9,0.0,0
1995-04-19,BFS_SINGAPORE,-16980440.95,-16980440.95,10265939.73,1231912.77,-18212353.72,0.0,0
1995-04-20,BFS_SINGAPORE,-16229081.6,-16229081.6,9854528.51,1182543.42,-17411625.02,0.0,0
1995-04-21,BFS_SINGAPORE,-14263195.13,-14263195.13,8697032.97,1043643.96,-15306839.08,0.0,0
1995-04-22,BFS_SINGAPORE,-15281923.1,-15281923.1,9164293.73,1099715.25,-16381638.35,0.0,0
1995-04-23,BFS_SINGAPORE,-14072153.1,-14072153.1,8463197.57,1015583.71,-15087736.8,0.0,0
1995-04-24,BFS_SINGAPORE,-17302325.92,-17302325.92,10491003.68,1258920.44,-18561246.36,0.0,0
1995-04-25,BFS_SINGAPORE,-14144406.02,-14144406.02,8566392.32,1027967.08,-15172373.09,0.0,0
1995-04-26,BFS_SINGAPORE,-15306599.51,-15306599.51,9328654.93,1119438.59,-16426038.1,0.0,0
1995-04-27,BFS_SINGAPORE,-17303383.14,-17303383.14,10446735.34,1253608.24,-18556991.38,0.0,0
1995-04-28,BFS_SINGAPORE,-18506506.26,-18506506.26,11613740.88,1393648.91,-19900155.16,0.0,0
1995-04-29,BFS_SINGAPORE,-16456912.68,-16456912.68,10110454.24,1213254.51,-17670167.19,0.0,0
1995-04-30,BFS_SINGAPORE,-16637419.36,-16637419.36,10375966.72,1245116.01,-17882535.37,0.0,0
1995-05-01,BFS_SINGAPORE,-15687155.12,-15687155.12,9656009.59,1158721.15,-16845876.27,0.0,0
1995-05-02,BFS_SINGAPORE,-18103663.82,-18103663.82,11112479.38,1333497.53,-19437161.34,0.0,0
1995-05-03,BFS_SINGAPORE,-13435036.12,-13435036.12,8201711.02,984205.32,-14419241.44,0.0,0
1995-05-04,BFS_SINGAPORE,-15791538.03,-15791538.03,9955500.16,1194660.02,-16986198.05,0.0,0
1995-05-05,BFS_SINGAPORE,-17038273.97,-17038273.97,10724277.16,1286913.26,-18325187.23,0.0,0
1995-05-06,BFS_SINGAPORE,-18578763.55,-18578763.55,11890408.67,1426849.04,-20005612.59,0.0,0
1995-05-07,BFS_SINGAPORE,-14879617.32,-14879617.32,9522955.09,1142754.61,-16022371.93,0.0,0
1995-05-08,BFS_SINGAPORE,-18334682.29,-18334682.29,11734196.66,1408103.6,-19742785.89,0.0,0
1995-05-09,BFS_SINGAPORE,-17173717.32,-17173717.32,10991179.09,1318941.49,-18492658.81,0.0,0
1995-05-10,BFS_SINGAPORE,-16174445.38,-16174445.38,10350819.3,1242098.32,-17416543.7,0.0,0
1995-05-11,BFS_SINGAPORE,-16838640.93,-16838640.93,10725132.36,1287015.88,-18125656.82,0.0,0
1995-05-12,BFS_SINGAPORE,-14335163.66,-14335163.66,8912994.79,1069559.38,-15404723.04,0.0,0
1995-05-13,BFS_SINGAPORE,-17327096.6,-17327096.6,10885836.51,1306300.38,-18633396.98,0.0,0
1995-05-14,BFS_SINGAPORE,-18566367.5,-18566367.5,11869852.55,1424382.31,-19990749.8,0.0,0
1995-05-15,BFS_SINGAPORE,-18767793.0,-18767793.0,12011387.52,1441366.5,-20209159.5,0.0,0
1995-05-16,BFS_SINGAPORE,-20364521.64,-20364521.64,13033293.85,1563995.26,-21928516.9,0.0,0
1995-05-17,BFS_SINGAPORE,-18565500.37,-18565500.37,11881920.24,1425830.43,-19991330.8,0.0,0
1995-05-18,BFS_SINGAPORE,-18825451.87,-18825451.87,12048289.2,1445794.7,-20271246.57,0.0,0
1995-05-19,BFS_SINGAPORE,-15963387.68,-15963387.68,10149028.22,1217883.39,-17181271.07,0.0,0
1995-05-20,BFS_SINGAPORE,-22038366.8,-22038366.8,14104554.75,1692546.57,-23730913.37,0.0,0
1995-05-21,BFS_SINGAPORE,-18838011.73,-18838011.73,12056327.5,1446759.3,-20284771.03,0.0,0
1995-05-22,BFS_SINGAPORE,-18502255.96,-18502255.96,11730522.6,1407662.71,-19909918.67,0.0,0
