date,entity_id,reported_pnl_total,actual_pnl_total,margin_call_amount,funding_transfer,realized_cash_delta,hidden_loss_total,fraud_label
1995-03-12,BFS_SINGAPORE,-12871788.68,-12871788.68,6734318.99,808118.28,-13679906.96,0.0,0
1995-03-13,BFS_SINGAPORE,-13693523.16,-13693523.16,7239396.36,868727.56,-14562250.72,0.0,0
1995-03-14,BFS_SINGAPORE,-11553496.18,-11553496.18,6115002.27,733800.27,-12287296.45,0.0,0
1995-03-15,BFS_SINGAPORE,-12867209.35,-12867209.35,6893799.44,827255.93,-13694465.28,0.0,0
1995-03-16,BFS_SINGAPORE,-11825316.4,-11825316.4,6404936.63,768592.4,-12593908.79,0.0,0
1995-03-17,BFS_SINGAPORE,-12022586.8,-12022586.8,6696965.66,803635.88,-12826222.68,0.0,0
1995-03-18,BFS_SINGAPORE,-11853466.83,-11853466.83,6600955.13,792114.62,-12645581.45,0.0,0
1995-03-19,BFS_SINGAPORE,-14133991.15,-14133991.15,7942678.69,953121.44,-15087112.59,0.0,0
1995-03-20,BFS_SINGAPORE,-14237898.45,-14237898.45,8064153.74,967698.45,-15205596.9,0.0,0
1995-03-21,BFS_SINGAPORE,-14190127.21,-14190127.21,8225800.5,987096.06,-15177223.27,0.0,0
1995-03-22,BFS_SINGAPORE,-15433667.33,-15433667.33,8990777.97,1078893.36,-16512560.68,0.0,0
1995-03-23,BFS_SINGAPORE,-12723153.86,-12723153.86,7146609.79,857593.17,-13580747.03,0.0,0
1995-03-24,BFS_SINGAPORE,-11789891.53,-11789891.53,6620198.04,794423.76,-12584315.3,0.0,0
1995-03-25,BFS_SINGAPORE,-15313789.43,-15313789.43,8640454.82,1036854.58,-16350644.0,0.0,0
1995-03-26,BFS_SINGAPORE,-14319442.01,-14319442.01,7828461.24,939415.35,-15258857.36,0.0,0
1995-03-27,BFS_SINGAPORE,-15323988.16,-15323988.16,8466818.66,1016018.24,-16340006.4,0.0,0
1995-03-28,BFS_SINGAPORE,-13319572.25,-13319572.25,7487087.02,898450.44,-14218022.7,0.0,0
1995-03-29,BFS_SINGAPORE,-11511257.0,-11511257.0,6376495.58,765179.47,-12276436.47,0.0,0
1995-03-30,BFS_SINGAPORE,-17063957.21,-17063957.21,9441384.78,1132966.17,-18196923.38,0.0,0
1995-03-31,BFS_SINGAPORE,-11856239.63,-11856239.63,6680366.7,801644.0,-12657883.64,0.0,0
1995-04-01,BFS_SINGAPORE,-10342789.97,-10342789.97,5827018.6,699242.23,-11042032.2,0.0,0
1995-04-02,BFS_SINGAPORE,-14565992.42,-14565992.42,7853630.87,942435.7,-15508428.13,0.0,0
1995-04-03,BFS_SINGAPORE,-11113090.64,-11113090.64,5897820.79,707738.49,-11820829.14,0.0,0
1995-04-04,BFS_SINGAPORE,-14617277.56,-14617277.56,7959074.88,955088.99,-15572366.54,0.0,0
1995-04-05,BFS_SINGAPORE,-15987649.1,-15987649.1,8507208.89,1020865.07,-17008514.17,0.0,0
1995-04-06,BFS_SINGAPORE,-11452974.85,-11452974.85,6037441.53,724492.98,-12177467.83,0.0,0
1995-04-07,BFS_SINGAPORE,-10557400.88,-10557400.88,5501435.29,660172.23,-11217573.12,0.0,0
1995-04-08,BFS_SINGAPORE,-11662845.32,-11662845.32,6294314.07,755317.69,-12418163.01,0.0,0
1995-04-09,BFS_SINGAPORE,-13928140.97,-13928140.97,7661235.37,919348.24,-14847489.22,0.0,0
1995-04-10,BFS_SINGAPORE,-16287681.59,-16287681.59,8821604.28,1058592.51,-17346274.1,0.0,0
1995-04-11,BFS_SINGAPORE,-15067506.59,-15067506.59,8223533.19,986823.98,-16054330.57,0.0,0
1995-04-12,BFS_SINGAPORE,-13552017.23,-13552017.23,7417477.18,890097.26,-14442114.49,0.0,0
1995-04-13,BFS_SINGAPORE,-9253235.84,-9253235.84,5158602.77,619032.33,-9872268.18,0.0,0
1995-04-14,BFS_SINGAPORE,-17611465.28,-17611465.28,10232997.76,1227959.73,-18839425.01,0.0,0
1995-04-15,BFS_SINGAPORE,-19892006.87,-19892006.87,11787860.14,1414543.22,-21306550.09,0.0,0
1995-04-16,BFS_SINGAPORE,-11696685.51,-11696685.51,6983959.86,838075.18,-12534760.69,0.0,0
1995-04-17,BFS_SINGAPORE,-16893132.58,-16893132.58,10375205.84,1245024.7,-18138157.28,0.0,0
1995-04-18,BFS_SINGAPORE,-25037166.41,-25037166.41,15533715.56,1864045.87,-26901212.27,0.0,0
1995-04-19,BFS_SINGAPORE,-13734017.99,-13734017.99,8438931.84,1012671.82,-14746689.81,0.0,0
1995-04-20,BFS_SINGAPORE,-7630982.1,-7630982.1,4697306.73,563676.81,-8194658.91,0.0,0
1995-04-21,BFS_SINGAPORE,-12800051.89,-12800051.89,7779866.56,933583.99,-13733635.88,0.0,0
1995-04-22,BFS_SINGAPORE,-8994587.47,-8994587.47,5336146.64,640337.6,-9634925.07,0.0,0
1995-04-23,BFS_SINGAPORE,-11622320.76,-11622320.76,6943052.02,833166.24,-12455487.0,0.0,0
1995-04-24,BFS_SINGAPORE,-18011560.29,-18011560.29,10989661.19,1318759.34,-19330319.64,0.0,0
1995-04-25,BFS_SINGAPORE,-10267714.58,-10267714.58,6202833.78,744340.05,-11012054.63,0.0,0
1995-04-26,BFS_SINGAPORE,-16685942.1,-16685942.1,9926009.42,1191121.13,-17877063.23,0.0,0
1995-04-27,BFS_SINGAPORE,-10101942.21,-10101942.21,5946417.78,713570.13,-10815512.35,0.0,0
1995-04-28,BFS_SINGAPORE,-10591371.07,-10591371.07,6140770.04,736892.4,-11328263.47,0.0,0
1995-04-29,BFS_SINGAPORE,-17777826.95,-17777826.95,10408563.0,1249027.56,-19026854.51,0.0,0
1995-04-30,BFS_SINGAPORE,-6791527.91,-6791527.91,3997167.65,479660.12,-7271188.03,0.0,0
1995-05-01,BFS_SINGAPORE,-18137175.64,-18137175.64,10689469.8,1282736.38,-19419912.02,0.0,0
1995-05-02,BFS_SINGAPORE,-16999744.38,-16999744.38,9626533.41,1155184.01,-18154928.39,0.0,0
1995-05-03,BFS_SINGAPORE,-17046379.82,-17046379.82,9599842.82,1151981.14,-18198360.96,0.0,0
1995-05-04,BFS_SINGAPORE,-1473847.29,-1473847.29,851673.16,102200.78,-1576048.07,0.0,0
1995-05-05,BFS_SINGAPORE,-22144086.0,-22144086.0,12704070.45,1524488.45,-23668574.46,0.0,0
1995-05-06,BFS_SINGAPORE,-17470860.49,-17470860.49,10105176.35,1212621.16,-18683481.65,0.0,0
1995-05-07,BFS_SINGAPORE,-11221397.43,-11221397.43,6686783.45,802414.01,-12023811.44,0.0,0
1995-05-08,BFS_SINGAPORE,-22364583.64,-22364583.64,13586460.62,1630375.27,-23994958.92,0.0,0
1995-05-09,BFS_SINGAPORE,-19345579.48,-19345579.48,12048187.51,1445782.5,-20791361.98,0.0,0
1995-05-10,BFS_SINGAPORE,-22568572.07,-22568572.07,13963052.93,1675566.35,-24244138.42,0.0,0
1995-05-11,BFS_SINGAPORE,-29422954.13,-29422954.13,17873839.35,2144860.72,-31567814.86,0.0,0
1995-05-12,BFS_SINGAPORE,2096835.94,2096835.94,0.0,0.0,2096835.94,0.0,0
1995-05-13,BFS_SINGAPORE,-21896787.43,-21896787.43,13212553.31,1585506.4,-23482293.83,0.0,0
1995-05-14,BFS_SINGAPORE,-31910013.79,-31910013.79,19561095.77,2347331.49,-34257345.28,0.0,0
1995-05-15,BFS_SINGAPORE,-18626211.27,-18626211.27,11368694.26,1364243.31,-19990454.58,0.0,0
1995-05-16,BFS_SINGAPORE,-12738854.77,-12738854.77,7793242.86,935189.14,-13674043.91,0.0,0
1995-05-17,BFS_SINGAPORE,-11266950.03,-11266950.03,6674541.61,800944.99,-12067895.02,0.0,0
1995-05-18,BFS_SINGAPORE,-2120037.13,-2120037.13,1284752.71,154170.33,-2274207.46,0.0,0
1995-05-19,BFS_SINGAPORE,-20457269.48,-20457269.48,12416752.9,1490010.35,-21947279.83,0.0,0
1995-05-20,BFS_SINGAPORE,-23366744.22,-23366744.22,14291127.45,1714935.29,-25081679.51,0.0,0
1995-05-21,BFS_SINGAPORE,-35101338.02,-35101338.02,21424440.08,2570932.81,-37672270.83,0.0,0
1995-05-22,BFS_SINGAPORE,-24831645.57,-24831645.57,15046087.01,1805530.44,-26637176.01,0.0,0
