date,entity_id,reconciliation_breaks,late_entries,backdated_entries,unresolved_break_value,fraud_label
1995-04-02,BFS_SINGAPORE,3,4,1,256624.01,0
1995-04-03,BFS_SINGAPORE,2,3,2,167971.61,0
1995-04-04,BFS_SINGAPORE,3,2,1,251135.91,0
1995-04-05,BFS_SINGAPORE,0,3,1,0.0,0
1995-04-06,BFS_SINGAPORE,2,2,1,166746.25,0
1995-04-07,BFS_SINGAPORE,0,2,2,0.0,0
1995-04-08,BFS_SINGAPORE,1,1,0,82799.94,0
1995-04-09,BFS_SINGAPORE,5,3,1,415105.56,0
1995-04-10,BFS_SINGAPORE,3,1,2,248570.27,0
1995-04-11,BFS_SINGAPORE,3,2,1,254112.81,0
1995-04-12,BFS_SINGAPORE,4,1,2,340911.77,0
1995-04-13,BFS_SINGAPORE,4,0,1,344552.03,0
1995-04-14,BFS_SINGAPORE,2,4,1,172022.59,0
1995-04-15,BFS_SINGAPORE,2,4,1,171082.06,0
1995-04-16,BFS_SINGAPORE,1,2,1,85421.62,0
1995-04-17,BFS_SINGAPORE,2,2,2,171589.49,1
1995-04-18,BFS_SINGAPORE,2,2,0,171571.2,0
1995-04-19,BFS_SINGAPORE,1,2,1,86219.83,0
1995-04-20,BFS_SINGAPORE,2,5,1,172311.46,1
1995-04-21,BFS_SINGAPORE,0,4,1,0.0,0
1995-04-22,BFS_SINGAPORE,2,2,2,178691.89,0
1995-04-23,BFS_SINGAPORE,1,2,1,89371.03,1
1995-04-24,BFS_SINGAPORE,2,3,2,179996.3,0
1995-04-25,BFS_SINGAPORE,4,3,1,359893.36,0
1995-04-26,BFS_SINGAPORE,6,2,1,545749.09,1
1995-04-27,BFS_SINGAPORE,3,3,1,273549.19,0
1995-04-28,BFS_SINGAPORE,3,2,2,273600.0,0
1995-04-29,BFS_SINGAPORE,2,3,0,182400.0,1
1995-04-30,BFS_SINGAPORE,3,3,1,273600.0,0
1995-05-01,BFS_SINGAPORE,3,5,1,273600.0,0
1995-05-02,BFS_SINGAPORE,4,2,3,363377.67,1
1995-05-03,BFS_SINGAPORE,3,2,2,273600.0,0
1995-05-04,BFS_SINGAPORE,2,5,0,180797.09,0
1995-05-05,BFS_SINGAPORE,0,4,1,0.0,1
1995-05-06,BFS_SINGAPORE,2,2,0,182400.0,0
1995-05-07,BFS_SINGAPORE,3,0,0,273600.0,0
1995-05-08,BFS_SINGAPORE,3,1,1,273600.0,1
1995-05-09,BFS_SINGAPORE,3,1,1,273600.0,0
1995-05-10,BFS_SINGAPORE,3,3,1,273600.0,0
1995-05-11,BFS_SINGAPORE,3,3,0,273600.0,1
1995-05-12,BFS_SINGAPORE,3,3,1,271274.59,0
1995-05-13,BFS_SINGAPORE,0,1,2,0.0,0
1995-05-14,BFS_SINGAPORE,1,1,0,90993.77,1
1995-05-15,BFS_SINGAPORE,1,1,2,90804.01,0
1995-05-16,BFS_SINGAPORE,3,5,0,273600.0,0
1995-05-17,BFS_SINGAPORE,3,3,1,272045.52,1
1995-05-18,BFS_SINGAPORE,0,4,2,0.0,0
1995-05-19,BFS_SINGAPORE,2,0,1,182400.0,0
1995-05-20,BFS_SINGAPORE,3,1,2,270440.34,1
1995-05-21,BFS_SINGAPORE,2,3,1,180663.79,0
1995-05-22,BFS_SINGAPORE,1,3,1,90333.09,0
