date,entity_id,reconciliation_breaks,late_entries,backdated_entries,unresolved_break_value,fraud_label
1995-03-05,BFS_SINGAPORE,7,6,4,920522.43,0
1995-03-06,BFS_SINGAPORE,5,8,3,652241.18,0
1995-03-07,BFS_SINGAPORE,6,8,3,786250.39,0
1995-03-08,BFS_SINGAPORE,4,7,3,528639.63,0
1995-03-09,BFS_SINGAPORE,3,6,4,392451.93,0
1995-03-10,BFS_SINGAPORE,7,7,3,915696.51,0
1995-03-11,BFS_SINGAPORE,6,8,3,788370.1,0
1995-03-12,BFS_SINGAPORE,6,7,2,791221.53,0
1995-03-13,BFS_SINGAPORE,6,7,4,789856.74,0
1995-03-14,BFS_SINGAPORE,6,4,3,798338.12,0
1995-03-15,BFS_SINGAPORE,4,6,4,533566.7,0
1995-03-16,BFS_SINGAPORE,5,5,2,653944.23,0
1995-03-17,BFS_SINGAPORE,5,7,4,656784.69,0
1995-03-18,BFS_SINGAPORE,7,7,5,919738.81,1
1995-03-19,BFS_SINGAPORE,7,7,2,924175.1,1
1995-03-20,BFS_SINGAPORE,6,7,4,802021.01,1
1995-03-21,BFS_SINGAPORE,6,7,4,808300.67,1
1995-03-22,BFS_SINGAPORE,5,6,3,671190.65,1
1995-03-23,BFS_SINGAPORE,6,3,2,807446.72,1
1995-03-24,BFS_SINGAPORE,9,5,4,1197701.55,1
1995-03-25,BFS_SINGAPORE,5,7,4,664526.4,1
1995-03-26,BFS_SINGAPORE,8,7,3,1063295.43,1
1995-03-27,BFS_SINGAPORE,6,5,3,806892.59,1
1995-03-28,BFS_SINGAPORE,7,8,4,935494.95,1
1995-03-29,BFS_SINGAPORE,4,8,3,534465.79,1
1995-03-30,BFS_SINGAPORE,6,7,3,792370.16,1
1995-03-31,BFS_SINGAPORE,6,9,4,795298.95,1
1995-04-01,BFS_SINGAPORE,5,6,4,666623.95,1
1995-04-02,BFS_SINGAPORE,4,7,3,539618.26,1
1995-04-03,BFS_SINGAPORE,6,8,3,804859.21,1
1995-04-04,BFS_SINGAPORE,5,6,3,674125.38,1
1995-04-05,BFS_SINGAPORE,6,8,4,805764.04,1
1995-04-06,BFS_SINGAPORE,7,7,3,941181.96,1
1995-04-07,BFS_SINGAPORE,7,7,3,942490.32,1
1995-04-08,BFS_SINGAPORE,6,8,3,804662.27,1
1995-04-09,BFS_SINGAPORE,5,6,3,669681.88,1
1995-04-10,BFS_SINGAPORE,7,6,2,940101.94,1
1995-04-11,BFS_SINGAPORE,7,8,2,941758.37,1
1995-04-12,BFS_SINGAPORE,7,7,3,939483.07,1
1995-04-13,BFS_SINGAPORE,7,7,2,945438.07,1
1995-04-14,BFS_SINGAPORE,8,7,4,1085436.49,1
1995-04-15,BFS_SINGAPORE,6,5,2,818294.28,1
1995-04-16,BFS_SINGAPORE,8,9,2,1092354.91,1
1995-04-17,BFS_SINGAPORE,6,6,4,826886.83,1
1995-04-18,BFS_SINGAPORE,8,8,2,1096162.04,1
1995-04-19,BFS_SINGAPORE,5,6,3,685029.79,1
1995-04-20,BFS_SINGAPORE,8,5,3,1094838.61,1
1995-04-21,BFS_SINGAPORE,5,8,4,681373.81,1
1995-04-22,BFS_SINGAPORE,7,8,3,964014.27,1
1995-04-23,BFS_SINGAPORE,5,7,2,688826.28,1
1995-04-24,BFS_SINGAPORE,8,7,2,1106665.52,1
1995-04-25,BFS_SINGAPORE,7,7,3,960961.5,1
1995-04-26,BFS_SINGAPORE,7,8,4,955655.99,1
1995-04-27,BFS_SINGAPORE,6,7,4,815126.3,1
1995-04-28,BFS_SINGAPORE,7,9,4,938807.71,1
1995-04-29,BFS_SINGAPORE,3,9,2,399935.74,1
1995-04-30,BFS_SINGAPORE,6,7,3,802196.43,1
1995-05-01,BFS_SINGAPORE,3,10,1,404578.34,1
1995-05-02,BFS_SINGAPORE,7,8,4,940788.18,1
1995-05-03,BFS_SINGAPORE,5,6,4,678806.73,1
1995-05-04,BFS_SINGAPORE,5,5,3,677464.13,1
1995-05-05,BFS_SINGAPORE,7,9,4,956395.36,1
1995-05-06,BFS_SINGAPORE,7,7,3,962856.72,1
1995-05-07,BFS_SINGAPORE,8,7,3,1105194.38,1
1995-05-08,BFS_SINGAPORE,4,7,2,549691.2,1
1995-05-09,BFS_SINGAPORE,4,6,1,545254.93,1
1995-05-10,BFS_SINGAPORE,8,7,4,1086174.22,1
1995-05-11,BFS_SINGAPORE,5,6,3,678976.32,1
1995-05-12,BFS_SINGAPORE,5,6,3,683889.65,1
1995-05-13,BFS_SINGAPORE,7,7,2,957053.43,1
1995-05-14,BFS_SINGAPORE,5,7,4,696359.89,1
1995-05-15,BFS_SINGAPORE,3,5,3,413928.8,1
1995-05-16,BFS_SINGAPORE,4,6,3,546233.62,1
1995-05-17,BFS_SINGAPORE,6,6,2,831235.32,1
1995-05-18,BFS_SINGAPORE,6,7,3,836820.83,1
1995-05-19,BFS_SINGAPORE,6,8,4,832206.61,1
1995-05-20,BFS_SINGAPORE,7,6,4,970259.4,1
1995-05-21,BFS_SINGAPORE,8,7,4,1109057.24,1
1995-05-22,BFS_SINGAPORE,5,8,4,693589.77,1
